tipo_credito,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,carga_cuota,prop_mora,total_creditos_sectores,Pago_atiempo
4,10200000.0,6,36.0,Independiente,4222000,1966000,1563882,814.0,6,7,0.0,29257.0,25651.0,0.0,2,2,0,1013333.0,Creciente,0.3704126006631928,0.0,4,1
4,1770195.5999999999,12,64.0,Empleado,2010000,54000,143372,861.0,3,2,0.0,2515.0,2515.0,0.0,3,0,0,969508.0,Creciente,0.07132935323383084,0.0,3,1
4,3723600.0,6,38.0,Empleado,4000000,1000000,553935,782.0,20,4,0.0,137446.0,90775.0,0.0,7,1,12,18727755.0,Creciente,0.13848375,0.0,20,0
9,2297779.1999999997,10,51.0,Empleado,3000000,1500000,194887,844.0,4,1,0.0,28693.0,28693.0,0.0,1,0,2,,,0.06496233333333333,0.0,3,1
9,1269000.0,8,43.0,Independiente,5000000,2000000,132239,815.0,10,6,0.0,114940.0,114940.0,0.0,7,0,1,,,0.0264478,0.0,8,1
4,4536000.0,6,59.0,Independiente,20000000,16000000,674145,764.0,23,7,0.0,272212.0,272212.0,0.0,4,5,12,,,0.03370725,0.0,21,1
4,2113740.0,6,43.0,Empleado,4500000,1200000,313519,765.0,5,6,0.0,3643.0,3643.0,0.0,0,0,3,908526.0,Estable,0.0696708888888889,0.0,3,1
4,2183504.4,12,41.0,Independiente,8000000,3000000,170762,753.0,1,0,0.0,1186.0,1186.0,0.0,0,0,1,,,0.02134525,0.0,1,1
4,1008000.0,12,67.0,Empleado,1000000,150000,79127,723.0,1,2,0.0,0.0,0.0,0.0,0,0,0,908526.0,Estable,0.079127,,0,1
4,3191760.0,12,36.0,Empleado,1000000,400000,221650,726.0,2,4,0.0,9741.0,9741.0,0.0,0,0,2,908526.0,Estable,0.22165,0.0,2,1
4,1067880.0,6,27.0,Independiente,2000000,500000,148317,790.0,4,10,0.0,665.0,665.0,0.0,0,0,0,908526.0,Estable,0.0741585,0.0,0,0
9,3856044.0,10,36.0,Independiente,6210000,5876000,341617,693.0,21,13,0.0,80409.0,80409.0,0.0,10,0,7,,,0.05501078904991948,0.0,17,1
9,1842870.0,10,36.0,Empleado,1800000,600000,156058,795.0,3,5,0.0,298.0,298.0,0.0,1,0,1,1500000.0,Estable,0.0866988888888889,0.0,2,1
4,3083880.0,6,66.0,Empleado,4335315,1023000,464683,832.0,5,5,0.0,37521.0,37521.0,0.0,3,0,1,4251431.0,Creciente,0.10718552169796197,0.0,4,1
4,1310400.0,6,38.0,Independiente,2238000,510000,201227,735.0,6,7,0.0,3471.0,3471.0,0.0,0,0,4,,,0.08991376228775692,0.0,4,1
9,1976654.4,10,58.0,Empleado,10000000,4000000,167827,878.0,11,4,0.0,124677.0,124677.0,0.0,11,0,0,1500000.0,Estable,0.0167827,0.0,11,1
4,1258714.8,12,66.0,Independiente,1800000,300000,99491,860.0,4,1,0.0,6331.0,6331.0,0.0,3,0,1,,,0.055272777777777775,0.0,4,1
4,3600000.0,12,54.0,Empleado,3500000,1800000,282832,827.0,1,2,0.0,0.0,0.0,0.0,0,0,0,333334.0,Estable,0.08080914285714286,,0,1
4,4771080.0,10,38.0,Independiente,6250000,1500000,444905,798.0,4,2,0.0,2910.0,2910.0,0.0,2,0,0,2129666.0,Creciente,0.0711848,0.0,2,1
9,2589048.0,10,23.0,Empleado,1500000,400000,219245,731.0,1,4,0.0,8497.0,8497.0,0.0,1,0,0,905453.0,Creciente,0.14616333333333334,0.0,1,1
4,1080000.0,6,30.0,Empleado,4321000,1500000,160409,775.0,2,4,0.0,2440.0,2440.0,0.0,0,0,0,1686000.0,Estable,0.03712311964822958,0.0,0,1
4,1308000.0,12,45.0,Empleado,1000000,350000,102762,800.0,5,2,0.0,39996.0,20865.0,0.0,0,2,2,1107720.0,Creciente,0.102762,0.0,4,1
4,3314400.0,10,43.0,Empleado,3400000,2000000,305834,882.0,0,7,0.0,0.0,,0.0,0,0,0,2027131.0,Decreciente,0.08995117647058823,,0,0
4,606000.0,8,37.0,Independiente,1300000,400000,68759,817.0,3,5,0.0,1107.0,1107.0,0.0,0,0,2,,,0.05289153846153846,0.0,2,0
4,538680.0,6,31.0,Empleado,1500000,600000,80086,794.0,4,4,0.0,84818.0,84818.0,0.0,3,0,1,2253423.0,Creciente,0.05339066666666667,0.0,4,0
4,1234776.0,12,33.0,Empleado,1700000,700000,97170,733.0,6,1,0.0,3180.0,3180.0,0.0,0,0,4,1453520.0,Creciente,0.05715882352941176,0.0,4,1
4,6000000.0,36,37.0,Independiente,4500000,250000,202520,808.0,8,5,0.0,9124.0,5861.0,0.0,2,1,3,,,0.045004444444444444,0.0,6,1
4,1538112.0,12,40.0,Empleado,3100000,320000,123522,780.0,9,7,0.0,39287.0,39287.0,0.0,4,0,2,,,0.039845806451612904,0.0,6,1
4,2340000.0,12,37.0,Empleado,3100000,200000,183599,737.0,3,10,0.0,27267.0,27267.0,0.0,2,0,0,3021448.0,Creciente,0.059225483870967745,0.0,2,1
4,2135880.0,6,24.0,Empleado,6000000,1800000,318314,767.0,3,6,0.0,4910.0,4910.0,0.0,1,0,1,1375800.0,Creciente,0.05305233333333333,0.0,2,1
4,2893800.0,18,26.0,Empleado,3000000,500000,159594,747.0,10,9,0.0,13304.0,13304.0,0.0,4,0,4,,,0.053198,0.0,8,1
4,1299564.0,6,25.0,Empleado,1200000,300000,193196,753.0,2,4,0.0,350.0,350.0,0.0,0,0,0,1088543.0,Creciente,0.16099666666666668,0.0,0,1
9,1207215.5999999999,9,27.0,Independiente,2000000,1500000,113176,718.0,10,18,0.0,12639.0,12639.0,0.0,3,0,2,2725500.0,Estable,0.056588,0.0,5,1
4,3360000.0,10,54.0,Independiente,3000000,1000000,309710,717.0,10,1,0.0,18187.0,6319.0,0.0,2,0,5,,,0.10323666666666667,0.0,7,1
4,3516000.0,6,53.0,Independiente,10000000,3000000,522198,724.0,5,3,0.0,235751.0,235751.0,0.0,2,0,2,916841.0,Creciente,0.0522198,0.0,4,1
4,2046000.0,6,39.0,Independiente,4500000,1500000,304163,779.0,9,4,0.0,46559.0,46559.0,0.0,5,0,1,6002979.0,Creciente,0.06759177777777778,0.0,6,1
4,1561200.0,12,54.0,Empleado,6000000,2500000,122655,871.0,6,7,0.0,103100.0,99904.0,0.0,5,0,0,6354894.0,Creciente,0.0204425,0.0,5,1
9,4185646.8,11,28.0,Empleado,3900000,1800000,333304,791.0,8,3,0.0,23372.0,23372.0,0.0,6,0,1,1384117.0,Estable,0.0854625641025641,0.0,7,1
4,2050441.2,6,54.0,Independiente,2000000,400000,304754,834.0,3,1,0.0,1044.0,1044.0,0.0,2,0,0,,,0.152377,0.0,2,1
9,3929058.0,9,28.0,Independiente,4000000,2000000,368346,765.0,4,3,0.0,1552.0,1552.0,0.0,3,0,0,1600000.0,Estable,0.0920865,0.0,3,1
9,2757123.6,9,39.0,Empleado,3500000,1800000,258478,720.0,11,7,0.0,72048.0,72048.0,0.0,6,0,1,1052720.0,Decreciente,0.07385085714285715,0.0,7,1
4,1630978.8,12,40.0,Independiente,2500000,700000,127969,739.0,2,6,0.0,258.0,258.0,0.0,1,0,0,916841.0,Creciente,0.0511876,0.0,1,1
4,2693880.0,12,28.0,Empleado,2600000,350000,211643,795.0,3,5,0.0,10234.0,10234.0,0.0,2,0,0,908526.0,Estable,0.08140115384615385,0.0,2,1
9,1596874.8,3,36.0,Empleado,4000000,2000000,423530,710.0,4,0,0.0,30389.0,30389.0,0.0,1,0,3,,,0.1058825,0.0,4,1
9,2329752.0,10,34.0,Empleado,2400000,1800000,198118,781.0,8,4,0.0,17553.0,17553.0,0.0,5,0,3,2470823.0,Creciente,0.08254916666666667,0.0,8,1
9,2465631.6,10,27.0,Independiente,7000000,2000000,209343,727.0,17,12,0.0,248775.0,200158.0,0.0,10,1,3,908526.0,Estable,0.029906142857142857,0.0,14,1
9,1893009.5999999999,9,36.0,Empleado,8000000,4000000,177045,809.0,6,9,0.0,5760.0,5760.0,0.0,2,0,1,14315350.0,Creciente,0.022130625,0.0,3,1
9,1185660.0,3,24.0,Independiente,4000000,2000000,314466,679.0,2,3,0.0,6320.0,6320.0,0.0,1,0,1,,,0.0786165,0.0,2,1
4,1200000.0,6,32.0,Independiente,1830000,165000,181245,774.0,2,5,0.0,407.0,407.0,0.0,1,0,0,,,0.09904098360655737,0.0,1,1
9,2023095.5999999999,9,37.0,Empleado,3000000,2000000,191176,808.0,1,2,0.0,0.0,0.0,0.0,1,0,0,,,0.06372533333333333,,1,1
4,2829360.0,36,40.0,Empleado,10000000,3500000,93275,796.0,11,11,0.0,362386.0,362386.0,0.0,7,0,2,2466666.0,Decreciente,0.0093275,0.0,9,1
9,1467081.5999999999,9,32.0,Empleado,2850000,0,137144,840.0,2,2,0.0,30677.0,30677.0,0.0,2,0,0,3440447.0,Creciente,0.048120701754385965,0.0,2,1
4,1854720.0,6,30.0,Independiente,3500000,1000000,275727,772.0,1,0,0.0,13603.0,13603.0,0.0,0,0,0,,,0.07877914285714285,0.0,0,1
4,2992080.0,12,65.0,Empleado,3200000,2000000,235460,837.0,6,4,0.0,14202.0,14202.0,0.0,3,0,2,3034383.0,Creciente,0.07358125,0.0,5,1
4,1810639.2,6,61.0,Empleado,1200000,250000,270281,873.0,2,4,0.0,0.0,0.0,0.0,2,0,0,960796.0,Creciente,0.22523416666666668,,2,1
4,6238800.0,36,30.0,Independiente,3650000,1135000,213985,807.0,3,8,0.0,95595.0,95595.0,0.0,2,0,0,,,0.05862602739726027,0.0,2,1
4,710400.0,12,29.0,Empleado,2400000,600000,56318,759.0,6,5,0.0,10197.0,10197.0,0.0,3,0,3,,,0.02346583333333333,0.0,6,1
4,6630540.0,12,35.0,Empleado,4000000,2000000,519627,855.0,4,4,0.0,1117.0,1117.0,0.0,3,0,1,1135511.0,Decreciente,0.12990675,0.0,4,1
9,2825122.8,10,66.0,Empleado,5000000,0,239614,969.0,14,5,0.0,150432.0,134936.0,0.0,5,0,6,,,0.0479228,0.0,11,1
4,1857720.0,18,42.0,Empleado,2000000,800000,102331,821.0,8,3,0.0,24132.0,24132.0,0.0,6,2,0,1327076.0,Creciente,0.0511655,0.0,8,1
4,576000.0,6,55.0,Empleado,2870000,542000,86998,836.0,4,1,0.0,3147.0,3147.0,0.0,0,1,1,969508.0,Creciente,0.03031289198606272,0.0,2,1
4,3164160.0,12,36.0,Independiente,7000000,4000000,250844,805.0,5,6,0.0,30352.0,23646.0,0.0,3,0,1,,,0.03583485714285714,0.0,4,1
4,3288780.0,6,67.0,Independiente,3000000,1000000,488474,901.0,4,3,0.0,23810.0,23410.0,0.0,2,0,1,1000000.0,Estable,0.16282466666666667,0.0,3,1
4,2298240.0,8,23.0,Empleado,1700000,680000,262028,720.0,8,7,0.0,19272.0,19272.0,0.0,2,0,4,558500.0,Creciente,0.1541341176470588,0.0,6,1
4,2114280.0,12,46.0,Empleado,1200000,200000,146825,806.0,8,9,0.0,10844.0,10844.0,0.0,4,0,1,1031250.0,Creciente,0.12235416666666667,0.0,5,1
4,2136000.0,6,23.0,Empleado,9000000,3000000,317471,729.0,10,17,0.0,93921.0,4984.0,0.0,4,0,4,931394.0,Creciente,0.03527455555555556,0.0,8,1
4,687360.0,6,33.0,Empleado,2000000,750000,102942,778.0,5,7,0.0,59014.0,59014.0,0.0,3,0,0,,,0.051471,0.0,3,1
4,2645760.0,24,36.0,Empleado,1600000,600000,115254,780.0,1,1,0.0,236.0,236.0,0.0,0,0,1,1600000.0,Estable,0.07203375,0.0,1,1
4,1210380.0,12,46.0,Empleado,1200000,0,95955,771.0,6,2,0.0,48133.0,14831.0,0.0,0,2,1,1183875.0,Creciente,0.0799625,0.0,3,1
4,489120.0,6,57.0,Empleado,5150000,1624000,74500,743.0,13,6,0.0,32393.0,32393.0,0.0,5,0,2,10222125.0,Creciente,0.014466019417475728,0.0,7,1
4,2447760.0,10,38.0,Empleado,2500000,400000,226506,844.0,9,0,0.0,18548.0,18548.0,0.0,5,0,4,2613673.0,Creciente,0.0906024,0.0,9,1
4,5663641.2,6,30.0,Empleado,4000000,1000000,841970,844.0,1,4,0.0,110.0,110.0,0.0,0,0,1,1202391.0,Decreciente,0.2104925,0.0,1,1
4,1052280.0,10,46.0,Empleado,1500000,700000,97477,808.0,9,3,0.0,18620.0,18620.0,0.0,7,0,2,1371021.0,Creciente,0.06498466666666666,0.0,9,1
9,3713196.0,11,61.0,Empleado,3000000,0,314376,888.0,3,4,0.0,70897.0,70897.0,0.0,2,0,0,923771.0,Creciente,0.104792,0.0,2,1
4,2059080.0,12,34.0,Empleado,5000000,3000000,142992,816.0,5,4,0.0,22998.0,22998.0,0.0,4,0,0,4250986.0,Creciente,0.0285984,0.0,4,1
4,713880.0,24,34.0,Empleado,2000000,500000,31208,773.0,10,5,0.0,56138.0,56138.0,0.0,1,0,8,2353258.0,Creciente,0.015604,0.0,9,1
4,1845480.0,6,26.0,Independiente,2400000,200000,274353,795.0,4,6,0.0,8660.0,8660.0,0.0,1,0,1,2396594.0,Creciente,0.11431375,0.0,2,1
4,1128000.0,12,34.0,Independiente,2000000,700000,88621,801.0,9,4,0.0,12309.0,12309.0,0.0,5,0,2,892122.0,Decreciente,0.0443105,0.0,7,0
9,1269000.0,5,50.0,Independiente,4000000,2000000,205691,739.0,11,4,0.0,235940.0,235940.0,0.0,5,0,3,,,0.05142275,0.0,8,1
9,2888496.0,9,43.0,Empleado,2000000,1500000,271312,771.0,6,21,0.0,32940.0,32940.0,0.0,3,0,1,2890781.0,Creciente,0.135656,0.0,4,1
4,4070400.0,12,47.0,Independiente,1500000,500000,318976,834.0,4,2,0.0,0.0,0.0,0.0,3,0,0,,,0.21265066666666665,,3,1
4,6262020.0,12,49.0,Independiente,1560000,230000,499445,795.0,6,9,0.0,10096.0,10096.0,0.0,1,0,1,966736.0,Creciente,0.3201570512820513,0.0,2,1
4,1989999.5999999999,6,45.0,Empleado,5000000,3000000,297039,865.0,3,5,0.0,39646.0,39646.0,0.0,1,0,1,908526.0,Estable,0.0594078,0.0,2,1
9,1314957.5999999999,9,64.0,Empleado,2700000,1300000,122806,793.0,0,3,0.0,0.0,,0.0,0,0,0,,,0.04548370370370371,,0,1
9,1650099.5999999999,9,35.0,Empleado,3500000,1000000,154622,782.0,3,4,0.0,34842.0,34842.0,0.0,3,0,0,1756412.0,Creciente,0.044177714285714285,0.0,3,1
4,1480800.0,10,43.0,Independiente,3800000,1500000,136874,830.0,16,7,0.0,197594.0,181290.0,0.0,8,5,1,908526.0,Estable,0.036019473684210525,0.0,14,1
4,2280000.0,6,58.0,Independiente,2800000,1500000,338642,807.0,3,3,0.0,11438.0,11438.0,0.0,2,0,0,,,0.12094357142857143,0.0,2,1
9,1073166.0,10,21.0,Empleado,2440000,503000,94153,719.0,4,6,0.0,5120.0,5120.0,0.0,2,0,0,,,0.03858729508196721,0.0,2,1
4,2664000.0,12,37.0,Empleado,3178000,1004000,226379,721.0,11,1,0.0,20521.0,20521.0,0.0,6,2,2,4272656.0,Decreciente,0.0712331655129012,0.0,10,1
4,707520.0,6,45.0,Empleado,2600000,1200000,104904,810.0,8,2,0.0,26772.0,26772.0,0.0,3,0,2,835833.0,Estable,0.04034769230769231,0.0,5,1
4,4883280.0,18,52.0,Independiente,12500000,7000000,270758,807.0,18,6,0.0,118595.0,118595.0,0.0,15,0,1,2275000.0,Estable,0.02166064,0.0,16,1
4,1101600.0,12,34.0,Independiente,3500000,1800000,86699,730.0,4,3,0.0,57145.0,48469.0,0.0,1,0,1,933473.0,Creciente,0.024771142857142856,0.0,2,1
9,2278539.6,11,30.0,Independiente,3000000,1000000,177276,763.0,4,3,0.0,14411.0,14411.0,0.0,2,0,1,908526.0,Estable,0.059092,0.0,3,0
4,1402200.0,6,50.0,Empleado,5000000,2000000,207974,823.0,8,3,0.0,3735.0,3735.0,0.0,0,0,4,6258353.0,Decreciente,0.0415948,0.0,4,1
4,2806800.0,24,40.0,Empleado,1078491,600000,124393,757.0,3,6,0.0,3854.0,3854.0,0.0,2,0,1,932377.0,Creciente,0.11533985911797132,0.0,3,1
4,3169800.0,12,37.0,Empleado,3500000,1000000,249651,802.0,10,2,0.0,58714.0,58714.0,0.0,4,0,5,3659090.0,Estable,0.07132885714285714,0.0,9,1
9,4364979.6,5,,Empleado,10058689,6443370,713079,,0,0,,,,0.0,0,0,0,,,0.07089184286341887,,0,1
4,1374840.0,6,38.0,Empleado,1800000,400000,204192,844.0,2,2,0.0,77.0,77.0,0.0,1,0,0,1608133.0,Creciente,0.11344,0.0,1,1
4,2249760.0,12,26.0,Empleado,1500000,200000,156233,765.0,2,2,0.0,8682.0,8682.0,0.0,1,0,0,1272633.0,Creciente,0.10415533333333334,0.0,1,1
10,1386960.0,24,32.0,Empleado,4756000,119000,68247,841.0,4,0,0.0,47.0,47.0,0.0,1,0,1,903333.0,Creciente,0.014349663582842726,0.0,2,1
9,2629971.6,10,30.0,Independiente,3500000,1825000,223648,769.0,8,5,0.0,81727.0,81727.0,0.0,2,2,1,,,0.06389942857142857,0.0,5,1
4,1571880.0,12,37.0,Independiente,3690000,645000,126519,775.0,8,9,0.0,13122.0,13122.0,0.0,2,0,2,966736.0,Creciente,0.0342869918699187,0.0,4,1
4,3439152.0,24,41.0,Empleado,4500000,1600000,150328,876.0,4,5,0.0,29624.0,29624.0,0.0,3,0,0,4787467.0,Decreciente,0.03340622222222222,0.0,3,1
4,2240101.1999999997,18,34.0,Empleado,1000000,600000,123984,808.0,2,5,0.0,4778.0,1665.0,0.0,2,0,0,,,0.123984,0.0,2,1
4,8640000.0,36,40.0,Empleado,5500000,700000,281570,848.0,7,4,0.0,120246.0,120246.0,0.0,5,0,1,3383613.0,Creciente,0.05119454545454546,0.0,6,1
4,4532400.0,36,38.0,Empleado,6577000,2426000,171015,741.0,9,4,0.0,58646.0,58646.0,0.0,6,0,2,3208485.0,Creciente,0.02600197658506918,0.0,8,1
4,1635480.0,10,23.0,Independiente,1100000,300000,150934,769.0,2,0,0.0,318.0,318.0,0.0,0,0,1,,,0.13721272727272726,0.0,1,1
4,624000.0,6,54.0,Empleado,2200000,1000000,92744,732.0,8,4,0.0,35936.0,35936.0,0.0,4,0,1,,,0.04215636363636364,0.0,5,1
4,1753440.0,6,63.0,Independiente,1626000,0,259958,751.0,5,4,0.0,349.0,349.0,0.0,1,0,1,,,0.15987576875768758,0.0,2,1
4,444000.0,6,25.0,Empleado,1450000,100000,66902,741.0,1,2,0.0,194.0,194.0,0.0,0,0,1,1414129.0,Decreciente,0.046139310344827586,0.0,1,1
9,1269000.0,4,60.0,Independiente,5000000,2000000,255259,767.0,5,5,0.0,118374.0,118374.0,0.0,2,0,3,,,0.0510518,0.0,5,1
4,3126564.0,6,26.0,Empleado,2170000,349000,472865,773.0,3,3,0.0,11935.0,11935.0,0.0,1,1,0,2982322.0,Decreciente,0.21791013824884792,0.0,2,1
4,1200000.0,6,66.0,Empleado,1000000,300000,178354,807.0,1,1,0.0,22258.0,22258.0,0.0,1,0,0,469405.0,Decreciente,0.178354,0.0,1,1
4,1834680.0,6,50.0,Empleado,3000000,1200000,273426,806.0,3,2,0.0,413.0,413.0,0.0,1,0,0,2890439.0,Creciente,0.091142,0.0,1,1
4,539520.0,6,47.0,Empleado,1500000,600000,80532,746.0,3,5,0.0,14365.0,14365.0,0.0,2,0,1,870265.0,Creciente,0.053688,0.0,3,1
9,2219194.8,9,52.0,Empleado,2500000,120000,208446,834.0,5,3,0.0,8308.0,8308.0,0.0,3,0,0,,,0.0833784,0.0,3,1
9,2053569.5999999999,9,37.0,Independiente,2300000,1200000,192429,862.0,1,2,0.0,0.0,0.0,0.0,1,0,0,,,0.08366478260869566,,1,1
9,1543383.5999999999,9,49.0,Empleado,2500000,1700000,144139,856.0,7,3,0.0,39972.0,39972.0,0.0,5,0,0,1738491.0,Decreciente,0.0576556,0.0,5,1
9,2551560.0,10,40.0,Independiente,6000000,3000000,216980,755.0,4,7,0.0,5100.0,5100.0,0.0,2,0,1,902469.0,Creciente,0.03616333333333333,0.0,3,1
4,825480.0,6,48.0,Empleado,1950000,650000,122718,821.0,4,3,0.0,7178.0,7178.0,0.0,2,0,0,689021.0,Decreciente,0.06293230769230769,0.0,2,1
9,1081504.8,10,52.0,Empleado,4500000,2000000,92066,824.0,1,4,0.0,121150.0,121150.0,0.0,1,0,0,,,0.020459111111111112,0.0,1,1
4,1131480.0,12,50.0,Empleado,1500000,0,90244,866.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1000000.0,Estable,0.06016266666666667,,1,1
4,9600000.0,36,62.0,Empleado,3000000,150000,329607,866.0,2,5,0.0,20578.0,20578.0,0.0,2,0,0,988565.0,Creciente,0.109869,0.0,2,1
9,1590902.4,10,43.0,Empleado,2200000,1000000,135075,730.0,11,7,0.0,53767.0,46864.0,0.0,8,1,0,1240705.0,Creciente,0.06139772727272727,0.0,9,1
7,3692160.0,10,42.0,Independiente,8000000,2500000,341296,695.0,10,5,0.0,51258.0,51258.0,0.0,5,0,0,908526.0,Estable,0.042662,0.0,5,1
4,4607640.0,6,47.0,Independiente,2000000,900000,685023,839.0,7,3,0.0,0.0,0.0,0.0,4,0,0,,,0.3425115,,4,1
9,821208.0,5,42.0,Independiente,5000000,2000000,133418,772.0,6,6,0.0,1197.0,1197.0,0.0,4,0,2,3017638.0,Creciente,0.0266836,0.0,6,1
4,1383481.2,6,22.0,Empleado,1900000,350000,205337,776.0,4,2,0.0,849.0,849.0,0.0,1,0,0,1380000.0,Estable,0.1080721052631579,0.0,1,1
4,839880.0,12,33.0,Empleado,4000000,1000000,65930,750.0,10,3,0.0,108915.0,108915.0,0.0,9,0,0,6844162.0,Creciente,0.0164825,0.0,9,1
4,6024000.0,6,49.0,Independiente,8000000,3800000,902177,821.0,7,3,0.0,139329.0,60309.0,0.0,4,3,0,,,0.112772125,0.0,7,1
4,2493240.0,6,28.0,Empleado,4200000,1978000,374709,754.0,13,7,0.0,43767.0,43767.0,0.0,5,0,0,975052.0,Creciente,0.08921642857142857,0.0,5,1
4,7200000.0,36,47.0,Independiente,2098000,340000,273894,746.0,10,1,0.0,9258.0,9258.0,0.0,2,0,5,,,0.13055004766444234,0.0,7,1
4,1464000.0,6,50.0,Independiente,1510000,0,221119,796.0,0,4,0.0,0.0,,0.0,0,0,0,,,0.1464364238410596,,0,1
4,1021320.0,6,27.0,Empleado,908526,0,151417,842.0,3,4,0.0,13956.0,30.0,0.0,1,1,0,931394.0,Creciente,0.1666622639308066,0.0,2,1
9,2213971.1999999997,9,32.0,Empleado,7750000,2981000,209446,672.0,21,19,0.0,67701.0,67701.0,0.0,10,0,9,973011.0,Creciente,0.027025290322580647,0.0,19,1
4,7056000.0,6,38.0,Independiente,3000000,950000,1045376,842.0,5,5,0.0,17434.0,17434.0,0.0,4,0,1,,,0.3484586666666667,0.0,5,1
4,674760.0,12,41.0,Independiente,900000,300000,53493,786.0,3,0,0.0,1813.0,1813.0,0.0,0,1,0,,,0.059436666666666665,0.0,1,1
4,1594320.0,6,43.0,Empleado,2300000,950000,236476,859.0,3,7,0.0,44361.0,44361.0,0.0,2,0,0,2373855.0,Creciente,0.10281565217391304,0.0,2,1
4,1200000.0,6,58.0,Empleado,2930000,141000,182158,864.0,3,2,0.0,407.0,407.0,0.0,2,0,0,1727272.0,Decreciente,0.06216996587030717,0.0,2,1
10,6250620.0,36,39.0,Independiente,5000000,1000000,206003,784.0,2,5,0.0,20018.0,20018.0,0.0,2,0,0,,,0.0412006,0.0,2,1
4,4344000.0,6,43.0,Independiente,20000000,10000000,645827,838.0,5,1,0.0,4223.0,4223.0,0.0,2,1,1,1000000.0,Estable,0.03229135,0.0,4,1
4,2909254.8,12,54.0,Empleado,2030000,198600,229979,783.0,1,2,0.0,694.0,694.0,0.0,0,0,1,1454600.0,Creciente,0.11329014778325124,0.0,1,1
9,4589198.399999999,10,59.0,Independiente,2100000,0,402630,788.0,2,3,0.0,15.0,15.0,0.0,0,0,0,983368.0,Creciente,0.19172857142857141,0.0,0,1
9,856282.7999999999,10,61.0,Empleado,14454000,4902000,73659,875.0,9,2,0.0,241952.0,237509.0,0.0,6,0,0,1513333.0,Creciente,0.0050960979659609796,0.0,6,1
9,1890746.4,10,46.0,Empleado,5500000,2800000,160617,841.0,9,0,0.0,114918.0,114918.0,0.0,7,1,0,5800575.0,Creciente,0.029203090909090908,0.0,8,1
4,3942000.0,36,45.0,Empleado,6000000,1000000,128260,851.0,7,3,0.0,84694.0,84694.0,0.0,4,0,0,,,0.021376666666666665,0.0,4,1
4,1132428.0,6,50.0,Empleado,2401000,0,174087,818.0,0,0,0.0,0.0,,0.0,0,0,0,958333.0,Creciente,0.07250603915035402,,0,1
4,2864280.0,12,40.0,Empleado,1350000,354000,224750,784.0,9,5,0.0,11836.0,3704.0,0.0,2,3,1,908526.0,Estable,0.16648148148148148,0.0,6,1
9,4838794.8,6,21.0,Empleado,1930000,312000,665641,768.0,1,4,0.0,11322.0,11322.0,0.0,1,0,0,,,0.3448917098445596,0.0,1,1
4,2615280.0,12,32.0,Empleado,6500000,1000000,204785,766.0,12,18,0.0,1956.0,1956.0,0.0,5,0,1,3043423.0,Creciente,0.031505384615384616,0.0,6,1
4,1652160.0,6,43.0,Independiente,3000000,1500000,245558,764.0,2,0,0.0,0.0,0.0,0.0,0,0,0,958333.0,Creciente,0.08185266666666667,,0,1
4,3240000.0,6,44.0,Empleado,2000000,1000000,481044,773.0,2,2,0.0,49064.0,49064.0,0.0,1,1,0,908526.0,Estable,0.240522,0.0,2,1
4,4707000.0,6,45.0,Empleado,2800000,800000,699118,824.0,7,1,0.0,41840.0,41840.0,0.0,5,0,0,1000000.0,Estable,0.249685,0.0,5,1
4,8400000.0,24,60.0,Empleado,4000000,800000,368905,888.0,5,7,0.0,34794.0,34794.0,0.0,4,0,0,1025010.0,Creciente,0.09222625,0.0,4,1
4,1436400.0,24,48.0,Empleado,1000000,600000,63131,807.0,3,3,0.0,0.0,0.0,0.0,3,0,0,1197944.0,Creciente,0.063131,,3,1
4,2040000.0,6,37.0,Independiente,12000000,9000000,305518,784.0,10,6,0.0,117565.0,117565.0,0.0,6,0,2,,,0.025459833333333334,0.0,8,1
4,924000.0,8,59.0,Empleado,1000000,160000,105559,832.0,3,0,0.0,2536.0,2536.0,0.0,2,0,1,939017.0,Creciente,0.105559,0.0,3,1
4,1755480.0,12,39.0,Empleado,7000000,3000000,121908,886.0,9,5,0.0,30920.0,30920.0,0.0,5,0,0,908526.0,Estable,0.01741542857142857,0.0,5,1
4,2376000.0,12,64.0,Independiente,3500000,1000000,186883,841.0,1,2,0.0,420.0,420.0,0.0,0,0,1,,,0.053395142857142856,0.0,1,1
4,1626294.0,12,38.0,Empleado,5000000,1500000,128927,802.0,13,11,0.0,414337.0,414337.0,0.0,7,1,0,5343984.0,Decreciente,0.0257854,0.0,8,1
4,3132000.0,6,48.0,Independiente,908526,4275000,471471,765.0,9,2,0.0,69120.0,66476.0,0.0,2,1,0,966736.0,Creciente,0.5189405696699929,0.0,3,1
4,1232040.0,12,27.0,Empleado,3270000,89000,99786,742.0,4,1,0.0,41966.0,0.0,0.0,1,0,1,908333.0,Creciente,0.03051559633027523,0.0,2,1
4,2400000.0,6,51.0,Empleado,9000000,4000000,355848,797.0,13,3,0.0,210127.0,179644.0,0.0,7,2,0,,,0.039538666666666666,0.0,9,1
